X,Y,Distance
-4.812908154531272,-4.984667422642389,-0.0836439726638815
-3.856260073342778,-5.006995362420033,0.03309199708969233
-2.72940406946324,-5.082470538648658,0.1497878770589541
-1.640010072902961,-5.188732260625035,-0.03977685102043839
-0.5555273635435286,-4.976981661709714,-0.0644810587285065
0.6879987894750159,-5.0861424336567325,0.1563438376763256
1.5134751323177222,-5.080220751940532,-0.0360480768030662
2.924946059925076,-4.980919757896847,-0.06795883290711845
3.6561582893766094,-4.976786633786882,-0.21413098561725208
5.002690816626676,-5.071365381277017,0.14100614111036544
-4.86163043484133,-4.011601858956965,-0.0829603426114846
-3.947262855589014,-3.950909512142095,-0.17775189367260402
-2.840050866768194,-3.8301114571052257,-0.11909281071299577
-1.735673785091446,-3.94021940369427,0.021194261076752166
-0.5532905675497721,-3.9398220072976606,0.03185662562025932
0.4836158590579185,-4.001402137792445,-0.1451646944203853
1.7722511340539344,-4.085116338179563,0.16702420495112974
2.5674959409375466,-3.8120484941664152,-0.10852910891389803
3.9522894657766416,-3.8535721616361935,0.21105180978556268
5.084420053450058,-4.005267872687357,0.17278345637323758
-4.900086043006587,-2.850966285505342,0.10768797029885457
-3.7672110341165985,-2.756419268689252,-0.01335623857739219
-2.785427957890588,-2.8969305475348657,0.09790503398845617
-1.7393991236669792,-2.7709164612637998,0.06465260155006977
-0.632698292562237,-2.6989309094212186,-0.04917816572333899
0.5254324677019998,-2.7266955535213215,-0.026771911811686297
1.584237811904193,-2.786706156536907,0.016633571347914385
2.601552855307712,-2.7286453231460213,0.09283134238163042
3.831542783839897,-2.8739129884178976,0.10289852780970524
4.972598232457961,-2.739209249313689,-0.07324618840524497
-4.877872587728452,-1.7904602301698025,-0.044442069264578526
-3.932814212878854,-1.4832821526658568,-0.05942630477365394
-2.861754228894756,-1.6928559593707515,0.07868691421874625
-1.6792830706666306,-1.6174144934406287,-0.18744400819565948
-0.6311132459109576,-1.7660795994545735,0.07333861281230902
0.5082354797749947,-1.7147345193437413,0.24233081178596874
1.622338424566754,-1.6204043509795896,-0.05827244738821818
2.7932482468678193,-1.5487355791927822,0.029827228693100685
3.884885685774853,-1.5251034679863031,0.20000112123645916
4.920052868486914,-1.521008915497131,0.012581598753695886
-5.011020499002264,-0.54229755827287,-0.09827544337910865
-3.961578920971465,-0.7196602522401806,0.13067745414882934
-2.816329816398178,-0.7429955210067292,-0.224765148501323
-1.5024801769246803,-0.6498715101672154,-0.005325816747370146
-0.5414959084105821,-0.5592943228089805,0.15259732530081793
0.5858132458372047,-0.654098721472774,0.008500885490607717
1.5863222874125265,-0.5578256836444387,-0.2291000013181349
2.7422591817160904,-0.6610080825586407,-0.1895095257872138
3.785164987404686,-0.4356052357070356,-0.07801878795044784
4.916791122985987,-0.5777189235740665,-0.06320807638033617
-5.067981725710105,0.4791280798415935,-0.18013528671826884
-3.990897936421931,0.681390244378402,-0.07843831738000223
-2.78098835211512,0.600280726494399,0.01766044219580191
-1.4704578269205348,0.5528697190908909,0.02662511875277301
-0.6149302049810619,0.55180592497769,-0.12227788571568138
0.4931743366632307,0.5782377052015204,-0.05658407221174327
1.6550667888900277,0.5047203762967047,0.07683391756217688
2.637761803035623,0.5754607581624422,-0.08930122789376288
4.003724050291581,0.6479250373680076,0.07171867806684658
4.954534247022872,0.631923410612605,0.016868656408952146
-4.928532170876332,1.5594858862914012,0.1534501119263767
-3.828189803844671,1.7272889024376832,-0.0017950017192509477
-2.748589946448642,1.7674038855294039,0.03280792187750407
-1.6573274501067772,1.637569134610523,-0.051005238360830076
-0.45621597651834533,1.4893590262074718,-0.06712974468960362
0.50085430529476,1.6956777725682977,-0.03878171949008994
1.6302305917961912,1.6301230327904197,-0.019566563713282886
2.7528817567740456,1.7495110757609331,-0.02155652781021845
3.96928720077435,1.7065324650527842,0.20935805855918296
4.864740166574119,1.6752443279296083,-0.01067876396930361
-5.0947701149229445,2.8620952207524573,-0.02490656801052086
-3.8738295479675027,2.583670437124019,0.11604327396470274
-2.7710241741214814,2.8257369415854234,0.07493664482473542
-1.7900826874934497,2.894257375856417,-0.10765256083753579
-0.5739714537835487,2.9324817833393126,-0.03550636453531426
0.5457952132726109,2.7975612368257345,0.12236372523844717
1.7890541197233907,2.6781655766621677,-0.03636747823196127
2.8495353494254747,2.841269442706846,0.07935164652251608
3.96048779926314,2.8649237216905314,0.06527318110536444
4.99219817086383,2.657610189160072,0.13614434004422513
-4.884479255685026,4.074443573991324,-0.09052615351960659
-3.9414712789690274,4.030917831190464,-0.11765895896008904
-2.6420418621697515,3.9918800784206607,-0.10619460294441203
-1.4845995992939212,3.6891490558933344,-0.17778544769769028
-0.4477180799087334,4.002191185671036,-0.10324843401109665
0.5929179727366216,3.9588606761633294,0.1458381531542459
1.644118300637009,3.7677237636965852,-0.10187756942645626
2.7297972770150665,3.970871005718525,-0.0883486294557838
3.8331253681540143,3.803053937136367,0.14349267364433413
4.84629184160127,3.7844214150419,0.31177862669463563
-5.026037316876407,4.985450840600563,-0.047093003728978566
-3.778529875089472,5.0076899682514044,-0.07057760352056877
-2.8629406668079462,5.038254252273735,0.07390231956012853
-1.7594584379508713,4.875122142041819,0.049878149914899875
-0.5273805405793544,5.0370243225981355,0.0015620898322847236
0.36001899432286916,4.932636463541571,0.06075982136986944
1.7226977970372253,4.891655737367085,0.13313411019201454
2.723107531370511,4.976499266745408,0.09246852412795684
3.8508878153372605,4.957953795217221,0.11974302630436436
5.1253322342015,4.892567323989356,-0.02459974918239126
-0.012475481943886008,-0.16077026573712028,0.03101854049378144
-0.09010186755806349,-0.04793340459406447,-0.006659945153802667
-0.12056658989726353,-0.035167047385799864,0.04350094874621813
0.05235364837240292,0.10877400181304586,-0.0731372864088939
0.5057095658372716,0.6372806796284889,1.072251432281064
0.5366638710846751,-0.5361037635194997,1.072242782637611
-0.506917731547829,0.5177924257224815,1.024663357453794
-0.39690633024567024,-0.4608147493201912,0.8825836450305113
0.9798117108854459,0.921121874178463,1.9170194114918317
1.0592079063168505,-1.0902145805700882,1.8906562373256
-1.0111343729949511,0.9737982782014656,1.9116881813909794
-1.1375712696696516,-1.131831104614798,1.9498226795222784
1.5105745087899718,1.4622360626123871,2.9896830650635926
1.4010259086892982,-1.4244979234485664,3.0845830347519696
-1.5080369690133708,1.6102146851800023,3.068997910537181
-1.48036177050707,-1.4527268373533984,2.8750494772593878
1.9461227658091935,1.9193614332994524,4.09099050583347
2.0308729751612185,-1.996756750521147,3.794307917064775
-2.0217440186869458,2.0343632954666617,3.8465016848904656
-1.9523106070736507,-1.9958794312717545,3.9836134170109867
2.64983663418991,2.5219712328788986,4.958723737648792
2.559324716642697,-2.5087307164173334,4.886267300956988
-2.6129528941250855,2.6869080375161403,5.013024290208285
-2.555688753810286,-2.526403774124537,4.960822961473753
2.8795317146396386,3.2237635273951395,6.135649491133019
3.00619790896893,-3.0056789343972548,6.014022816591031
-2.9281826640205564,3.022167460402511,6.009584763096789
-3.078428194547721,-2.9226569467280488,6.15332079679441
3.4477694110131076,3.547947668852128,7.014431524338707
3.3482146294285053,-3.372178654768529,7.042216197278403
-3.362264844466256,3.5413367935938553,6.995157200353941
-3.454900507894704,-3.5402158246429627,7.172947037812166
4.094380136206876,4.007077877386957,7.9950913081045805
3.9718707300156555,-3.9653624758803567,8.009821711249575
-3.909635810173404,3.9330589774637255,8.034008829691613
-4.092446068163743,-3.9205826304985822,7.9501197774751455
4.527800988366211,4.606353399853845,8.94767117313478
4.548708761690329,-4.536854981029842,9.17267363203357
-4.300835995624412,4.446192222142338,9.007339118943333
-4.477526997157563,-4.572540924051405,9.036422359535443
5.079188135649312,4.919524893781116,10.173623825722194
5.03237307930696,-5.1131030838390545,10.056566619514186
-5.015966776010303,4.966300506424126,10.044950328277718
-4.810943432051673,-5.130018888208778,10.013507342979084
